time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-05-11,35.2,20.5,0.00,3,9.7
2025-05-12,35.2,19.7,0.00,3,13.0
2025-05-13,37.8,18.5,0.00,1,16.9
2025-05-14,36.8,18.9,0.00,1,14.2
2025-05-15,38.2,19.2,0.00,2,14.1
2025-05-16,37.6,19.7,0.00,1,13.4
2025-05-17,36.5,20.2,0.00,1,11.5
2025-05-18,35.4,20.9,0.00,1,11.5
2025-05-19,33.9,21.7,0.50,51,11.2
2025-05-20,36.1,21.2,0.00,3,12.3
2025-05-21,35.7,21.6,0.60,53,12.0
2025-05-22,32.9,21.8,0.20,51,11.5
2025-05-23,34.1,22.3,0.00,2,10.9
2025-05-24,34.4,22.8,0.20,51,13.9
2025-05-25,27.2,21.2,19.30,65,19.2
2025-05-26,33.5,20.4,0.00,3,9.4
2025-05-27,33.8,23.1,0.90,53,9.2
2025-05-28,33.5,22.6,10.50,63,11.9
2025-05-29,35.5,21.6,0.00,3,8.8
2025-05-30,33.3,21.7,0.90,53,10.8
2025-05-31,35.3,18.9,0.00,3,24.0
2025-06-01,35.6,19.6,0.00,2,11.7
2025-06-02,33.3,20.2,0.00,3,14.8
2025-06-03,32.0,18.9,0.00,3,13.8
2025-06-04,32.4,20.1,1.30,53,9.5
2025-06-05,32.6,17.8,0.00,2,9.4
2025-06-06,33.7,19.1,0.00,0,10.7
2025-06-07,34.9,20.0,0.00,0,13.4
2025-06-08,35.4,21.9,0.00,2,9.7
2025-06-09,36.9,23.6,0.00,0,12.4
2025-06-10,36.9,23.1,0.40,51,14.1
2025-06-11,36.5,25.1,0.80,51,9.8
2025-06-12,36.4,26.3,0.10,51,11.6
2025-06-13,35.7,25.1,1.60,61,20.4
2025-06-14,36.3,24.3,0.00,2,8.6
2025-06-15,35.5,25.1,3.10,63,10.9
2025-06-16,32.6,25.0,0.20,51,9.5
2025-06-17,33.5,25.4,0.30,51,9.3
2025-06-18,33.2,24.8,0.40,51,8.7
