time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-02-11,12.2,1.6,0.90,53,8.1
2025-02-12,11.2,2.2,0.20,51,8.0
2025-02-13,10.9,1.9,0.50,51,7.1
2025-02-14,8.7,2.6,6.40,53,9.4
2025-02-15,7.5,4.1,8.10,53,7.3
2025-02-16,8.4,3.3,4.50,53,6.7
2025-02-17,9.5,3.4,1.50,51,7.1
2025-02-18,10.3,2.7,1.20,51,7.8
2025-02-19,11.6,1.4,0.70,51,6.6
2025-02-20,12.6,2.5,0.70,51,7.1
2025-02-21,11.7,2.6,1.10,51,7.9
2025-02-22,11.7,2.9,1.10,53,6.0
2025-02-23,11.3,2.4,5.20,61,4.7
2025-02-24,11.9,1.9,3.20,55,7.0
2025-02-25,12.7,2.7,0.10,51,6.5
2025-02-26,14.4,4.6,1.10,53,8.9
2025-02-27,12.5,5.7,3.70,55,5.8
2025-02-28,10.4,5.2,2.80,51,4.7
2025-03-01,15.5,2.3,0.70,53,7.3
2025-03-02,16.8,2.8,0.00,1,9.2
2025-03-03,15.4,5.1,0.50,51,9.5
2025-03-04,14.4,4.8,1.70,51,9.7
2025-03-05,11.0,3.1,5.70,55,9.9
2025-03-06,12.4,4.9,0.90,51,7.7
2025-03-07,10.3,6.1,1.60,51,5.5
2025-03-08,10.2,5.8,8.20,61,6.6
2025-03-09,10.5,5.6,4.80,61,4.5
2025-03-10,14.5,6.1,0.00,3,6.6
2025-03-11,15.1,5.6,0.00,3,5.9
2025-03-12,13.3,6.2,2.00,51,5.2
2025-03-13,13.6,4.7,1.30,51,5.9
2025-03-14,16.3,4.7,1.10,53,6.7
2025-03-15,17.9,6.4,0.30,51,7.0
2025-03-16,19.4,7.0,0.00,3,9.6
2025-03-17,20.5,6.9,0.00,1,14.7
2025-03-18,17.8,6.6,0.00,2,10.5
2025-03-19,16.9,7.1,0.00,1,10.5
2025-03-20,17.0,6.5,8.40,63,11.0
2025-03-21,13.8,6.1,6.40,61,8.3
2025-03-22,14.8,4.3,11.00,63,7.0
2025-03-23,14.0,3.7,4.80,63,5.8
2025-03-24,16.6,5.4,0.00,3,6.1
2025-03-25,19.2,8.6,0.00,3,9.5
2025-03-26,18.0,10.0,0.10,51,7.0
2025-03-27,16.7,9.5,0.50,51,7.6
2025-03-28,18.0,9.6,2.60,53,7.0
2025-03-29,18.9,9.0,1.80,51,9.1
2025-03-30,17.6,7.9,2.10,53,7.7
2025-03-31,18.9,8.5,1.10,51,10.1
2025-04-01,19.4,8.3,0.00,2,10.9
2025-04-02,19.8,9.7,0.00,3,8.2
2025-04-03,20.2,9.5,0.00,3,11.3
2025-04-04,20.0,8.9,0.00,3,11.0
2025-04-05,19.8,8.3,0.00,1,11.0
2025-04-06,18.7,8.5,0.10,51,7.9
2025-04-07,18.8,9.6,1.20,51,5.1
2025-04-08,17.2,9.3,3.20,61,7.6
2025-04-09,17.7,9.6,1.50,51,6.6
2025-04-10,16.0,9.9,5.10,63,6.2
2025-04-11,16.9,8.5,21.60,65,5.8
2025-04-12,17.5,7.0,1.40,51,7.2
2025-04-13,19.2,7.3,2.30,61,5.6
2025-04-14,19.4,9.7,2.00,61,5.2
2025-04-15,19.3,10.3,0.00,3,8.1
2025-04-16,18.5,10.1,0.80,51,5.7
2025-04-17,16.2,9.5,23.70,65,5.4
2025-04-18,15.5,9.8,33.90,63,6.0
2025-04-19,19.6,9.5,3.30,53,6.9
2025-04-20,18.4,9.2,2.30,53,6.8
2025-04-21,19.1,9.2,5.00,53,6.6
2025-04-22,19.3,9.5,3.00,53,7.2
2025-04-23,21.7,10.6,0.50,51,5.5
2025-04-24,20.9,10.1,1.90,53,6.6
2025-04-25,21.5,10.0,1.20,51,8.7
2025-04-26,21.7,10.9,0.70,51,8.5
2025-04-27,18.6,10.6,9.40,63,6.0
2025-04-28,17.4,8.7,1.60,53,7.5
2025-04-29,15.6,8.2,7.50,63,6.4
2025-04-30,17.4,8.0,10.70,63,7.5
2025-05-01,18.5,9.5,0.60,51,9.9
2025-05-02,17.5,10.0,0.20,51,7.3
2025-05-03,18.0,10.1,0.50,51,6.5
2025-05-04,17.2,9.4,18.90,65,7.3
2025-05-05,17.9,9.5,23.00,63,5.1
2025-05-06,18.0,9.3,6.80,61,5.9
2025-05-07,18.2,10.5,2.20,53,5.5
2025-05-08,21.1,11.1,3.00,53,5.2
2025-05-09,21.3,11.2,1.20,53,7.2
2025-05-10,20.2,11.2,3.30,61,5.6
2025-05-11,18.9,10.9,3.40,53,5.2
2025-05-12,18.5,11.4,16.70,65,5.9
2025-05-13,19.4,12.0,2.00,51,6.6
2025-05-14,19.5,11.6,5.50,63,7.4
2025-05-15,18.3,11.3,3.50,53,5.7
2025-05-16,19.6,11.8,5.90,61,6.5
2025-05-17,18.5,11.7,14.10,63,6.4
2025-05-18,18.1,10.9,16.70,63,6.1
2025-05-19,15.0,11.8,9.00,61,4.8
2025-05-20,17.9,12.1,20.90,63,5.2
2025-05-21,18.9,10.8,17.00,65,5.2
2025-05-22,18.7,11.0,4.00,63,6.2
2025-05-23,18.2,11.3,1.10,51,4.0
2025-05-24,18.8,12.7,0.40,51,4.5
2025-05-25,21.7,13.9,2.60,61,7.2
2025-05-26,17.6,13.9,8.60,63,6.9
2025-05-27,22.0,12.6,6.30,63,6.9
2025-05-28,21.1,13.4,1.70,51,5.6
2025-05-29,20.9,14.1,9.50,61,6.7
2025-05-30,20.9,15.1,9.20,63,5.1
2025-05-31,20.9,14.7,7.50,63,5.9
2025-06-01,21.7,13.4,5.20,63,7.8
2025-06-02,20.0,12.9,5.00,55,6.2
2025-06-03,20.0,11.6,2.50,51,7.1
2025-06-04,17.5,12.6,13.70,63,5.4
2025-06-05,19.5,12.0,18.70,65,7.0
2025-06-06,19.6,11.3,6.50,61,6.3
2025-06-07,20.1,12.7,0.50,51,5.2
2025-06-08,20.5,13.6,2.60,53,4.2
2025-06-09,22.0,14.7,4.80,63,5.4
2025-06-10,22.4,14.8,1.30,51,4.9
2025-06-11,22.0,14.5,1.80,51,5.5
2025-06-12,22.2,15.9,2.20,55,5.8
2025-06-13,22.9,15.4,0.60,51,7.1
2025-06-14,22.5,15.1,14.00,65,5.6
2025-06-15,17.7,14.2,28.80,65,5.7
2025-06-16,22.0,14.2,1.70,53,7.3
2025-06-17,21.3,14.1,3.70,51,6.5
2025-06-18,19.7,14.3,14.50,63,7.2
2025-06-19,17.7,14.2,36.50,65,10.0
2025-06-20,21.2,14.1,3.90,53,10.6
2025-06-21,21.2,14.2,1.50,53,6.5
2025-06-22,21.3,14.8,6.80,63,6.5
2025-06-23,20.0,14.4,20.60,63,4.8
2025-06-24,18.0,14.7,21.60,63,5.7
2025-06-25,20.7,13.4,3.30,53,7.8
2025-06-26,20.8,14.8,2.60,53,7.4
2025-06-27,20.4,14.1,2.10,51,6.8
2025-06-28,20.6,14.1,5.00,63,6.0
2025-06-29,20.8,14.6,1.80,51,6.8
2025-06-30,21.2,14.2,2.90,53,7.1
2025-07-01,21.4,14.1,6.40,61,8.6
2025-07-02,21.0,14.6,3.30,53,7.8
2025-07-03,19.9,13.8,15.50,63,8.2
2025-07-04,20.6,14.2,4.60,53,7.0
2025-07-05,19.2,14.3,1.50,51,7.2
2025-07-06,19.6,14.1,2.00,51,5.2
2025-07-07,21.1,14.3,1.70,53,6.3
2025-07-08,20.5,14.6,9.80,63,7.8
2025-07-09,18.8,14.6,22.70,63,7.6
2025-07-10,21.1,13.7,3.40,53,7.6
2025-07-11,22.0,13.5,1.20,51,8.0
2025-07-12,22.9,14.3,3.90,55,6.9
2025-07-13,22.6,15.0,2.60,61,7.5
2025-07-14,21.3,14.6,16.40,63,7.4
2025-07-15,18.6,14.0,16.70,63,9.7
2025-07-16,20.3,13.6,13.70,63,8.0
2025-07-17,21.4,14.0,1.40,53,5.1
2025-07-18,21.7,14.4,3.20,53,5.8
2025-07-19,22.2,14.9,13.90,63,4.9
2025-07-20,19.6,15.4,34.50,65,5.9
2025-07-21,21.4,14.2,1.20,53,6.6
2025-07-22,21.5,15.3,1.40,53,5.0
2025-07-23,23.4,15.6,1.50,53,5.5
2025-07-24,25.3,15.9,0.70,51,6.9
2025-07-25,20.7,15.7,11.30,63,7.8
2025-07-26,19.6,15.0,14.40,61,7.6
2025-07-27,21.4,14.4,5.60,53,6.6
2025-07-28,18.9,15.7,38.50,65,6.6
2025-07-29,20.5,15.3,4.20,51,6.7
2025-07-30,20.6,14.3,3.00,53,7.0
2025-07-31,21.3,13.8,2.60,53,7.1
2025-08-01,21.6,14.9,2.60,51,6.0
2025-08-02,20.5,15.5,5.00,53,7.5
2025-08-03,17.8,15.0,21.40,63,5.1
2025-08-04,19.3,14.9,24.90,63,6.2
2025-08-05,19.9,15.2,34.40,65,3.8
2025-08-06,21.3,15.3,11.90,63,5.1
2025-08-07,19.1,15.1,9.60,61,4.6
2025-08-08,19.6,15.3,19.10,63,7.3
2025-08-09,19.3,15.1,29.10,63,5.4
2025-08-10,18.8,15.4,28.50,63,3.8
2025-08-11,18.9,15.6,76.50,65,4.5
2025-08-12,19.8,15.7,92.80,65,4.2
2025-08-13,17.1,15.1,121.30,65,4.7
2025-08-14,21.3,14.3,1.30,51,5.4
2025-08-15,20.8,14.1,0.80,51,5.5
2025-08-16,NaN,NaN,NaN,NaN,NaN
2025-08-17,NaN,NaN,NaN,NaN,NaN
